Epoch,Answer,Prediction
coffee_1,110,53,47
coffee_1,110,45,21
coffee_1,110,45,33
coffee_1,110,71,80
coffee_1,120,90,100
coffee_1,120,83,30
coffee_1,120,88,100
coffee_1,120,99,100
coffee_1,120,73,58
coffee_1,120,19,38
coffee_1,120,41,77
coffee_1,120,69,99
coffee_1,120,59,42
coffee_1,120,19,13
coffee_1,130,77,51
coffee_1,130,74,93
coffee_1,130,61,16
coffee_1,130,38,100
coffee_1,130,23,23
coffee_1,130,29,80
coffee_1,130,57,20
coffee_1,130,73,6
coffee_1,130,85,100
coffee_1,130,46,13
coffee_1,140,48,17
coffee_1,140,11,8
coffee_1,140,51,23
coffee_1,140,77,11
coffee_1,140,76,42
coffee_1,140,80,100
coffee_1,140,44,29
coffee_1,140,76,100
coffee_1,140,66,26
coffee_1,140,55,80
coffee_1,150,64,21
coffee_1,150,84,59
coffee_1,150,97,90
coffee_1,150,86,100
coffee_1,150,31,15
coffee_1,150,51,26
coffee_1,150,84,79
coffee_1,150,91,100
coffee_1,150,45,10
coffee_1,150,23,10
coffee_1,160,48,31
coffee_1,160,64,100
coffee_1,160,99,100
coffee_1,160,71,100
coffee_1,160,83,89
coffee_1,160,79,100
coffee_1,160,14,14
coffee_1,160,14,12
coffee_1,160,85,87
coffee_1,160,98,100
coffee_1,170,47,54
coffee_1,170,23,37
coffee_1,170,28,26
coffee_1,170,18,23
coffee_1,170,31,26
coffee_1,170,29,39
coffee_1,170,54,15
coffee_1,170,50,22
coffee_1,170,85,100
coffee_1,170,80,100
coffee_1,180,25,21
coffee_1,180,18,21
coffee_1,180,27,38
coffee_1,180,79,100
coffee_1,180,37,100
coffee_1,180,24,17
coffee_1,180,73,21
coffee_1,180,22,35
coffee_1,180,25,27
coffee_1,180,20,14
coffee_1,190,39,100
coffee_1,190,57,58
coffee_1,190,42,26
coffee_1,190,22,14
coffee_1,190,42,28
coffee_1,190,30,77
coffee_1,190,72,29
coffee_1,190,10,17
coffee_1,190,5,28
coffee_1,190,43,41
coffee_1,200,6,30
coffee_1,200,86,100
coffee_1,200,14,15
coffee_1,200,68,59
coffee_1,200,56,28
coffee_1,200,60,26
coffee_1,200,46,26
coffee_1,200,53,27
coffee_1,200,88,100
coffee_1,200,94,100
coffee_1,210,98,85
coffee_1,210,34,40
coffee_1,210,4,14
coffee_1,210,51,37
coffee_1,210,26,43
coffee_1,210,25,37
coffee_1,210,43,44
coffee_1,210,18,20
coffee_1,210,16,22
coffee_1,210,67,87
coffee_1,220,69,55
coffee_1,220,88,100
coffee_1,220,53,29
coffee_1,220,34,31
coffee_1,220,60,25
coffee_1,220,83,100
coffee_1,220,78,100
coffee_1,220,48,100
coffee_1,220,18,19
coffee_1,220,9,20
coffee_1,230,76,51
coffee_1,230,80,100
coffee_1,230,10,18
coffee_1,230,90,100
coffee_1,230,10,14
coffee_1,230,9,16
coffee_1,230,54,48
coffee_1,230,40,100
coffee_1,230,36,47
coffee_1,230,60,54
coffee_1,240,63,30
coffee_1,240,6,29
coffee_1,240,43,48
coffee_1,240,89,100
coffee_1,240,48,44
coffee_1,240,90,100
coffee_1,240,81,100
coffee_1,240,93,100
coffee_1,240,47,95
coffee_1,240,83,100
coffee_1,250,27,7
coffee_1,250,44,26
coffee_1,250,67,15
coffee_1,250,44,17
coffee_1,250,94,97
coffee_1,250,23,7
coffee_1,250,7,8
coffee_1,250,79,100
coffee_1,250,29,8
coffee_1,250,54,11
coffee_1,260,41,49
coffee_1,260,95,100
coffee_1,260,17,26
coffee_1,260,74,48
coffee_1,260,28,47
coffee_1,260,91,100
coffee_1,260,57,72
coffee_1,260,84,100
coffee_1,260,48,54
coffee_1,260,39,43
coffee_1,270,60,32
coffee_1,270,68,28
coffee_1,270,39,31
coffee_1,270,59,29
coffee_1,270,39,17
coffee_1,270,66,28
coffee_1,270,83,90
coffee_1,270,43,34
coffee_1,270,49,13
coffee_1,270,49,25
coffee_1,280,34,56
coffee_1,280,43,36
coffee_1,280,26,28
coffee_1,280,54,52
coffee_1,280,5,24
coffee_1,280,67,37
coffee_1,280,69,88
coffee_1,280,47,58
coffee_1,280,15,20
coffee_1,280,57,25
coffee_1,290,47,46
coffee_1,290,30,33
coffee_1,290,91,100
coffee_1,290,88,100
coffee_1,290,26,13
coffee_1,290,92,100
coffee_1,290,86,79
coffee_1,290,99,97
coffee_1,290,87,100
coffee_1,290,82,100
coffee_1,300,44,48
coffee_1,300,28,15
coffee_1,300,81,100
coffee_1,300,74,100
coffee_1,300,35,41
coffee_1,300,46,59
coffee_1,300,40,37
coffee_1,300,14,20
coffee_1,300,90,87
coffee_1,300,32,33
coffee_1,310,50,39
coffee_1,310,99,99
coffee_1,310,39,38
coffee_1,310,43,49
coffee_1,310,7,24
coffee_1,310,69,21
coffee_1,310,60,47
coffee_1,310,52,37
coffee_1,310,54,64
coffee_1,310,22,47
coffee_1,320,49,39
coffee_1,320,66,48
coffee_1,320,87,100
coffee_1,320,46,28
coffee_1,320,53,32
coffee_1,320,24,14
coffee_1,320,67,25
coffee_1,320,25,20
coffee_1,320,6,8
coffee_1,320,62,67
coffee_1,330,93,100
coffee_1,330,17,10
coffee_1,330,26,29
coffee_1,330,70,100
coffee_1,330,65,86
coffee_1,330,24,25
coffee_1,330,18,11
coffee_1,330,68,88
coffee_1,330,9,18
coffee_1,330,68,93
coffee_1,340,63,20
coffee_1,340,66,49
coffee_1,340,70,27
coffee_1,340,93,82
coffee_1,340,50,29
coffee_1,340,10,9
coffee_1,340,39,18
coffee_1,340,7,19
coffee_1,340,55,57
coffee_1,340,85,57
coffee_1,350,91,100
coffee_1,350,11,18
coffee_1,350,55,38
coffee_1,350,58,60
coffee_1,350,52,32
coffee_1,350,16,24
coffee_1,350,40,26
coffee_1,350,21,30
coffee_1,350,34,44
coffee_1,350,26,31
coffee_1,360,75,100
coffee_1,360,64,100
coffee_1,360,31,26
coffee_1,360,40,28
coffee_1,360,54,37
coffee_1,360,5,2
coffee_1,360,29,22
coffee_1,360,32,16
coffee_1,360,94,100
coffee_1,360,62,24
coffee_1,370,48,50
coffee_1,370,51,68
coffee_1,370,24,36
coffee_1,370,64,45
coffee_1,370,37,87
coffee_1,370,68,56
coffee_1,370,43,77
coffee_1,370,81,100
coffee_1,370,80,100
coffee_1,370,32,28
coffee_1,380,5,6
coffee_1,380,52,45
coffee_1,380,88,100
coffee_1,380,94,96
coffee_1,380,65,39
coffee_1,380,77,100
coffee_1,380,87,81
coffee_1,380,86,54
coffee_1,380,26,23
coffee_1,380,10,8
coffee_1,390,7,4
coffee_1,390,40,49
coffee_1,390,79,92
coffee_1,390,24,35
coffee_1,390,69,50
coffee_1,390,10,16
coffee_1,390,15,24
coffee_1,390,24,24
coffee_1,390,40,33
coffee_1,390,62,57
coffee_1,400,15,25
coffee_1,400,64,47
coffee_1,400,76,68
coffee_1,400,68,38
coffee_1,400,22,23
coffee_1,400,68,60
coffee_1,400,55,82
coffee_1,400,92,100
coffee_1,400,73,100
coffee_1,400,89,88
coffee_1,410,13,17
coffee_1,410,35,66
coffee_1,410,55,34
coffee_1,410,13,13
coffee_1,410,47,23
coffee_1,410,44,46
coffee_1,410,74,68
coffee_1,410,42,26
coffee_1,410,5,7
coffee_1,410,45,27
coffee_1,420,62,56
coffee_1,420,31,27
coffee_1,420,61,81
coffee_1,420,31,25
coffee_1,420,30,22
coffee_1,420,90,98
coffee_1,420,91,100
coffee_1,420,94,74
coffee_1,420,30,30
coffee_1,420,78,100
coffee_1,430,52,38
coffee_1,430,76,100
coffee_1,430,44,40
coffee_1,430,9,8
coffee_1,430,77,73
coffee_1,430,74,100
coffee_1,430,8,9
coffee_1,430,15,15
coffee_1,430,14,25
coffee_1,430,47,26
coffee_1,440,81,100
coffee_1,440,69,50
coffee_1,440,91,100
coffee_1,440,8,6
coffee_1,440,19,23
coffee_1,440,34,58
coffee_1,440,97,95
coffee_1,440,25,31
coffee_1,440,57,74
coffee_1,440,88,100
coffee_1,450,25,27
coffee_1,450,65,43
coffee_1,450,61,80
coffee_1,450,78,100
coffee_1,450,15,24
coffee_1,450,23,20
coffee_1,450,87,100
coffee_1,450,11,18
coffee_1,450,25,22
coffee_1,450,5,12
coffee_1,460,14,21
coffee_1,460,72,100
coffee_1,460,83,100
coffee_1,460,68,45
coffee_1,460,21,15
coffee_1,460,34,31
coffee_1,460,63,84
coffee_1,460,28,32
coffee_1,460,17,11
coffee_1,460,54,54
coffee_1,470,94,88
coffee_1,470,48,47
coffee_1,470,76,94
coffee_1,470,81,97
coffee_1,470,8,0
coffee_1,470,97,94
coffee_1,470,53,29
coffee_1,470,91,80
coffee_1,470,31,26
coffee_1,470,14,16
coffee_1,480,60,41
coffee_1,480,75,100
coffee_1,480,69,62
coffee_1,480,66,42
coffee_1,480,63,54
coffee_1,480,54,52
coffee_1,480,28,32
coffee_1,480,68,85
coffee_1,480,7,18
coffee_1,480,69,58
coffee_1,490,46,31
coffee_1,490,79,73
coffee_1,490,28,18
coffee_1,490,15,9
coffee_1,490,71,40
coffee_1,490,34,34
coffee_1,490,10,6
coffee_1,490,13,8
coffee_1,490,92,100
coffee_1,490,77,62
coffee_1,500,63,100
coffee_1,500,16,15
coffee_1,500,10,12
coffee_1,500,14,20
coffee_1,500,91,100
coffee_1,500,47,30
coffee_1,500,46,39
coffee_1,500,43,31
coffee_1,500,38,22
coffee_1,500,59,28
coffee_1,510,12,17
coffee_1,510,84,100
coffee_1,510,43,39
coffee_1,510,85,100
coffee_1,510,32,44
coffee_1,510,42,28
coffee_1,510,20,47
coffee_1,510,82,100
coffee_1,510,65,86
coffee_1,510,57,86
coffee_1,520,40,37
coffee_1,520,22,12
coffee_1,520,6,8
coffee_1,520,45,25
coffee_1,520,18,7
coffee_1,520,26,10
coffee_1,520,99,42
coffee_1,520,45,14
coffee_1,520,16,8
coffee_1,520,97,100
coffee_1,530,74,100
coffee_1,530,62,98
coffee_1,530,54,59
coffee_1,530,44,40
coffee_1,530,37,100
coffee_1,530,53,58
coffee_1,530,97,100
coffee_1,530,34,26
coffee_1,530,17,28
coffee_1,530,16,18
coffee_1,540,71,100
coffee_1,540,15,24
coffee_1,540,13,10
coffee_1,540,92,75
coffee_1,540,59,57
coffee_1,540,77,100
coffee_1,540,93,100
coffee_1,540,56,56
coffee_1,540,13,17
coffee_1,540,81,95
coffee_1,550,18,21
coffee_1,550,47,90
coffee_1,550,18,15
coffee_1,550,76,100
coffee_1,550,26,40
coffee_1,550,42,52
coffee_1,550,14,25
coffee_1,550,58,100
coffee_1,550,42,53
coffee_1,550,16,34
coffee_1,560,92,100
coffee_1,560,82,100
coffee_1,560,34,35
coffee_1,560,45,35
coffee_1,560,90,65
coffee_1,560,5,30
coffee_1,560,91,72
coffee_1,560,8,24
coffee_1,560,51,34
coffee_1,560,68,63
coffee_1,570,32,24
coffee_1,570,75,64
coffee_1,570,34,28
coffee_1,570,92,100
coffee_1,570,67,97
coffee_1,570,19,15
coffee_1,570,80,58
coffee_1,570,22,16
coffee_1,570,16,41
coffee_1,570,50,57
coffee_1,580,28,28
coffee_1,580,11,9
coffee_1,580,15,12
coffee_1,580,49,62
coffee_1,580,75,100
coffee_1,580,87,100
coffee_1,580,55,62
coffee_1,580,71,62
coffee_1,580,8,24
coffee_1,580,19,36
coffee_1,590,76,70
coffee_1,590,79,80
coffee_1,590,87,76
coffee_1,590,89,100
coffee_1,590,27,41
coffee_1,590,55,32
coffee_1,590,31,43
coffee_1,590,93,94
coffee_1,590,80,87
coffee_1,590,75,100
coffee_1,600,29,27
coffee_1,600,40,39
coffee_1,600,32,25
coffee_1,600,75,100
coffee_1,600,10,11
coffee_1,600,83,86
coffee_1,600,33,30
coffee_1,600,90,100
coffee_1,600,5,10
coffee_1,600,92,84
coffee_1,610,72,42
coffee_1,610,91,100
coffee_1,610,75,68
coffee_1,610,96,100
coffee_1,610,48,43
coffee_1,610,92,79
coffee_1,610,5,4
coffee_1,610,9,3
coffee_1,610,19,14
coffee_1,610,80,92
coffee_1,620,22,20
coffee_1,620,82,85
coffee_1,620,86,100
coffee_1,620,98,67
coffee_1,620,68,65
coffee_1,620,26,25
coffee_1,620,40,35
coffee_1,620,99,81
coffee_1,620,58,44
coffee_1,620,61,30
coffee_1,630,45,41
coffee_1,630,26,26
coffee_1,630,45,26
coffee_1,630,15,23
coffee_1,630,37,32
coffee_1,630,44,37
coffee_1,630,94,100
coffee_1,630,16,11
coffee_1,630,63,32
coffee_1,630,50,50
coffee_1,640,46,46
coffee_1,640,77,100
coffee_1,640,38,39
coffee_1,640,91,100
coffee_1,640,65,36
coffee_1,640,57,60
coffee_1,640,8,14
coffee_1,640,99,100
coffee_1,640,60,67
coffee_1,640,18,12
coffee_1,650,11,13
coffee_1,650,77,100
coffee_1,650,39,20
coffee_1,650,75,100
coffee_1,650,10,8
coffee_1,650,11,18
coffee_1,650,15,24
coffee_1,650,86,88
coffee_1,650,36,24
coffee_1,650,27,20
coffee_1,660,56,33
coffee_1,660,45,45
coffee_1,660,56,29
coffee_1,660,40,27
coffee_1,660,80,100
coffee_1,660,4,3
coffee_1,660,97,78
coffee_1,660,18,17
coffee_1,660,22,19
coffee_1,660,77,100
coffee_1,670,95,46
coffee_1,670,52,29
coffee_1,670,16,22
coffee_1,670,35,51
coffee_1,670,11,14
coffee_1,670,69,34
coffee_1,670,6,1
coffee_1,670,12,13
coffee_1,670,97,78
coffee_1,670,81,100
coffee_1,680,77,81
coffee_1,680,55,91
coffee_1,680,6,31
coffee_1,680,14,28
coffee_1,680,25,33
coffee_1,680,35,42
coffee_1,680,88,100
coffee_1,680,93,100
coffee_1,680,31,30
coffee_1,680,14,32
coffee_1,690,51,51
coffee_1,690,78,100
coffee_1,690,37,97
coffee_1,690,65,41
coffee_1,690,38,92
coffee_1,690,41,42
coffee_1,690,25,16
coffee_1,690,51,52
coffee_1,690,11,11
coffee_1,690,17,10
coffee_1,700,87,94
coffee_1,700,86,100
coffee_1,700,92,100
coffee_1,700,57,53
coffee_1,700,38,48
coffee_1,700,48,27
coffee_1,700,40,32
coffee_1,700,85,100
coffee_1,700,82,95
coffee_1,700,63,52
coffee_1,710,42,39
coffee_1,710,9,16
coffee_1,710,85,100
coffee_1,710,29,34
coffee_1,710,54,42
coffee_1,710,31,25
coffee_1,710,75,100
coffee_1,710,23,13
coffee_1,710,13,17
coffee_1,710,70,82
coffee_1,720,35,33
coffee_1,720,59,83
coffee_1,720,99,100
coffee_1,720,69,85
coffee_1,720,15,15
coffee_1,720,87,83
coffee_1,720,68,76
coffee_1,720,95,100
coffee_1,720,52,54
coffee_1,720,55,40
coffee_1,730,58,80
coffee_1,730,22,16
coffee_1,730,6,4
coffee_1,730,94,100
coffee_1,730,81,100
coffee_1,730,33,14
coffee_1,730,23,13
coffee_1,730,91,100
coffee_1,730,16,24
coffee_1,730,98,72
coffee_1,740,7,4
coffee_1,740,7,6
coffee_1,740,52,40
coffee_1,740,60,44
coffee_1,740,24,20
coffee_1,740,73,70
coffee_1,740,57,46
coffee_1,740,18,23
coffee_1,740,36,57
coffee_1,740,40,48
coffee_1,750,77,100
coffee_1,750,14,14
coffee_1,750,5,3
coffee_1,750,18,26
coffee_1,750,17,19
coffee_1,750,78,100
coffee_1,750,57,52
coffee_1,750,49,68
coffee_1,750,87,86
coffee_1,750,68,80
coffee_1,760,75,96
coffee_1,760,93,100
coffee_1,760,95,100
coffee_1,760,34,28
coffee_1,760,44,43
coffee_1,760,82,100
coffee_1,760,62,56
coffee_1,760,82,100
coffee_1,760,61,45
coffee_1,760,34,19
coffee_1,770,27,23
coffee_1,770,86,100
coffee_1,770,71,50
coffee_1,770,90,100
coffee_1,770,48,51
coffee_1,770,9,18
coffee_1,770,52,41
coffee_1,770,49,40
coffee_1,770,89,100
coffee_1,770,79,49
coffee_1,780,80,100
coffee_1,780,79,100
coffee_1,780,31,32
coffee_1,780,37,30
coffee_1,780,38,35
coffee_1,780,47,51
coffee_1,780,34,22
coffee_1,780,93,100
coffee_1,780,46,43
coffee_1,780,60,97
coffee_1,790,17,10
coffee_1,790,90,65
coffee_1,790,97,100
coffee_1,790,48,31
coffee_1,790,8,2
coffee_1,790,67,39
coffee_1,790,33,34
coffee_1,790,9,12
coffee_1,790,37,21
coffee_1,790,64,48
coffee_1,800,67,49
coffee_1,800,7,10
coffee_1,800,38,38
coffee_1,800,24,28
coffee_1,800,67,87
coffee_1,800,33,34
coffee_1,800,72,64
coffee_1,800,65,54
coffee_1,800,67,89
coffee_1,800,75,97
coffee_1,810,11,18
coffee_1,810,75,100
coffee_1,810,74,73
coffee_1,810,79,100
coffee_1,810,10,19
coffee_1,810,79,100
coffee_1,810,76,100
coffee_1,810,81,100
coffee_1,810,66,52
coffee_1,810,59,35
coffee_1,820,42,31
coffee_1,820,83,100
coffee_1,820,8,2
coffee_1,820,66,44
coffee_1,820,53,49
coffee_1,820,19,14
coffee_1,820,45,34
coffee_1,820,22,26
coffee_1,820,33,28
coffee_1,820,18,14
coffee_1,830,20,17
coffee_1,830,30,27
coffee_1,830,20,11
coffee_1,830,92,100
coffee_1,830,37,23
coffee_1,830,43,25
coffee_1,830,91,100
coffee_1,830,79,88
coffee_1,830,42,34
coffee_1,830,20,14
coffee_1,840,48,29
coffee_1,840,72,70
coffee_1,840,60,33
coffee_1,840,5,2
coffee_1,840,55,46
coffee_1,840,12,15
coffee_1,840,43,31
coffee_1,840,32,30
coffee_1,840,61,35
coffee_1,840,65,38
coffee_1,850,89,77
coffee_1,850,9,1
coffee_1,850,69,52
coffee_1,850,96,66
coffee_1,850,73,56
coffee_1,850,42,43
coffee_1,850,82,100
coffee_1,850,92,100
coffee_1,850,25,18
coffee_1,850,66,47
coffee_1,860,55,27
coffee_1,860,52,49
coffee_1,860,48,37
coffee_1,860,81,72
coffee_1,860,68,34
coffee_1,860,25,20
coffee_1,860,66,40
coffee_1,860,97,71
coffee_1,860,28,33
coffee_1,860,55,52
coffee_1,870,72,100
coffee_1,870,8,16
coffee_1,870,92,100
coffee_1,870,10,13
coffee_1,870,28,24
coffee_1,870,68,43
coffee_1,870,24,27
coffee_1,870,60,37
coffee_1,870,23,13
coffee_1,870,84,83
coffee_1,880,35,22
coffee_1,880,72,81
coffee_1,880,53,63
coffee_1,880,41,53
coffee_1,880,85,100
coffee_1,880,26,27
coffee_1,880,39,36
coffee_1,880,76,100
coffee_1,880,12,19
coffee_1,880,71,93
coffee_1,890,34,32
coffee_1,890,37,23
coffee_1,890,78,100
coffee_1,890,37,23
coffee_1,890,80,100
coffee_1,890,73,60
coffee_1,890,8,19
coffee_1,890,11,13
coffee_1,890,13,15
coffee_1,890,38,49
coffee_1,900,56,55
coffee_1,900,19,20
coffee_1,900,7,19
coffee_1,900,7,20
coffee_1,900,63,65
coffee_1,900,56,55
coffee_1,900,40,45
coffee_1,900,55,54
coffee_1,900,81,71
coffee_1,900,30,36
coffee_1,910,68,100
coffee_1,910,63,57
coffee_1,910,10,18
coffee_1,910,9,17
coffee_1,910,4,5
coffee_1,910,64,59
coffee_1,910,52,51
coffee_1,910,22,22
coffee_1,910,47,38
coffee_1,910,21,17
coffee_1,920,58,55
coffee_1,920,68,96
coffee_1,920,76,100
coffee_1,920,24,25
coffee_1,920,42,63
coffee_1,920,92,100
coffee_1,920,37,49
coffee_1,920,47,54
coffee_1,920,24,35
coffee_1,920,79,100
coffee_1,930,58,55
coffee_1,930,73,100
coffee_1,930,40,49
coffee_1,930,13,13
coffee_1,930,63,65
coffee_1,930,13,14
coffee_1,930,83,100
coffee_1,930,70,100
coffee_1,930,63,48
coffee_1,930,21,24
coffee_1,940,92,100
coffee_1,940,65,64
coffee_1,940,17,15
coffee_1,940,72,68
coffee_1,940,32,60
coffee_1,940,51,34
coffee_1,940,62,68
coffee_1,940,24,22
coffee_1,940,17,16
coffee_1,940,74,75
coffee_1,950,62,38
coffee_1,950,52,64
coffee_1,950,94,100
coffee_1,950,90,100
coffee_1,950,11,17
coffee_1,950,39,36
coffee_1,950,70,86
coffee_1,950,93,100
coffee_1,950,80,87
coffee_1,950,82,100
coffee_1,960,52,58
coffee_1,960,97,78
coffee_1,960,25,31
coffee_1,960,78,100
coffee_1,960,61,43
coffee_1,960,10,3
coffee_1,960,14,7
coffee_1,960,79,100
coffee_1,960,21,30
coffee_1,960,45,53
coffee_1,970,52,35
coffee_1,970,17,15
coffee_1,970,20,24
coffee_1,970,27,37
coffee_1,970,11,13
coffee_1,970,90,100
coffee_1,970,48,39
coffee_1,970,37,40
coffee_1,970,18,26
coffee_1,970,58,61
coffee_1,980,41,35
coffee_1,980,92,100
coffee_1,980,54,45
coffee_1,980,45,51
coffee_1,980,20,15
coffee_1,980,67,46
coffee_1,980,38,33
coffee_1,980,30,30
coffee_1,980,93,66
coffee_1,980,62,39
coffee_1,990,67,57
coffee_1,990,42,41
coffee_1,990,56,59
coffee_1,990,21,18
coffee_1,990,80,96
coffee_1,990,15,13
coffee_1,990,44,59
coffee_1,990,64,100
coffee_1,990,70,82
coffee_1,990,77,100
coffee_1,1000,52,41
coffee_1,1000,66,80
coffee_1,1000,94,100
coffee_1,1000,5,6
coffee_1,1000,66,48
coffee_1,1000,23,17
coffee_1,1000,84,73
coffee_1,1000,74,92
coffee_1,1000,47,46
coffee_1,1000,55,57
coffee_1,1010,58,54
coffee_1,1010,88,100
coffee_1,1010,17,28
coffee_1,1010,42,37
coffee_1,1010,66,65
coffee_1,1010,58,54
coffee_1,1010,55,39
coffee_1,1010,74,100
coffee_1,1010,83,100
coffee_1,1010,65,89
coffee_1,1020,90,90
coffee_1,1020,51,36
coffee_1,1020,34,25
coffee_1,1020,8,2
coffee_1,1020,41,31
coffee_1,1020,20,31
coffee_1,1020,17,21
coffee_1,1020,48,37
coffee_1,1020,97,100
coffee_1,1020,72,59
coffee_1,1030,56,35
coffee_1,1030,76,100
coffee_1,1030,35,40
coffee_1,1030,55,37
coffee_1,1030,39,34
coffee_1,1030,76,92
coffee_1,1030,97,100
coffee_1,1030,25,32
coffee_1,1030,94,100
coffee_1,1030,63,61
coffee_1,1040,24,26
coffee_1,1040,7,31
coffee_1,1040,17,45
coffee_1,1040,64,61
coffee_1,1040,29,43
coffee_1,1040,79,100
coffee_1,1040,88,97
coffee_1,1040,78,96
coffee_1,1040,99,99
coffee_1,1040,64,46
coffee_1,1050,40,33
coffee_1,1050,45,35
coffee_1,1050,70,77
coffee_1,1050,25,25
coffee_1,1050,8,13
coffee_1,1050,29,31
coffee_1,1050,52,55
coffee_1,1050,50,58
coffee_1,1050,79,78
coffee_1,1050,53,59
coffee_1,1060,57,60
coffee_1,1060,68,71
coffee_1,1060,22,15
coffee_1,1060,8,5
coffee_1,1060,23,23
coffee_1,1060,88,90
coffee_1,1060,84,86
coffee_1,1060,35,34
coffee_1,1060,47,42
coffee_1,1060,84,70
coffee_1,1070,63,51
coffee_1,1070,68,62
coffee_1,1070,89,100
coffee_1,1070,16,22
coffee_1,1070,10,26
coffee_1,1070,19,18
coffee_1,1070,60,52
coffee_1,1070,17,24
coffee_1,1070,31,28
coffee_1,1070,4,3
coffee_1,1080,88,99
coffee_1,1080,76,100
coffee_1,1080,84,100
coffee_1,1080,54,64
coffee_1,1080,99,100
coffee_1,1080,58,58
coffee_1,1080,4,7
coffee_1,1080,88,100
coffee_1,1080,82,100
coffee_1,1080,20,24
coffee_1,1090,56,47
coffee_1,1090,38,28
coffee_1,1090,92,100
coffee_1,1090,8,21
coffee_1,1090,30,47
coffee_1,1090,68,71
coffee_1,1090,62,71
coffee_1,1090,24,33
coffee_1,1090,73,100
coffee_1,1090,65,100
coffee_1,1100,11,15
coffee_1,1100,22,22
coffee_1,1100,30,32
coffee_1,1100,30,47
coffee_1,1100,32,33
coffee_1,1100,96,80
coffee_1,1100,11,18
coffee_1,1100,56,36
coffee_1,1100,30,41
coffee_1,1100,72,82
coffee_1,1110,67,97
coffee_1,1110,85,100
coffee_1,1110,97,71
coffee_1,1110,24,30
coffee_1,1110,61,60
coffee_1,1110,78,100
coffee_1,1110,61,62
coffee_1,1110,18,16
coffee_1,1110,15,8
coffee_1,1110,69,39
coffee_1,1120,66,70
coffee_1,1120,54,47
coffee_1,1120,68,53
coffee_1,1120,77,95
coffee_1,1120,70,75
coffee_1,1120,22,21
coffee_1,1120,22,17
coffee_1,1120,99,93
coffee_1,1120,76,49
coffee_1,1120,12,8
coffee_1,1130,14,21
coffee_1,1130,40,28
coffee_1,1130,65,59
coffee_1,1130,48,37
coffee_1,1130,35,20
coffee_1,1130,14,7
coffee_1,1130,83,100
coffee_1,1130,66,57
coffee_1,1130,50,45
coffee_1,1130,12,12
coffee_1,1140,96,100
coffee_1,1140,53,50
coffee_1,1140,85,78
coffee_1,1140,5,2
coffee_1,1140,18,9
coffee_1,1140,40,41
coffee_1,1140,65,71
coffee_1,1140,41,43
coffee_1,1140,27,30
coffee_1,1140,78,100
coffee_1,1150,67,36
coffee_1,1150,23,28
coffee_1,1150,56,45
coffee_1,1150,84,79
coffee_1,1150,59,71
coffee_1,1150,15,18
coffee_1,1150,62,75
coffee_1,1150,52,49
coffee_1,1150,6,5
coffee_1,1150,18,25
