ファイル,正解,レシピ1,レシピ2,レシピ3
subject2_file_248,1,1.91939068565528,1.4468934057752554,1.8436030305159294
subject2_file_344,1,2.0319450894231137,1.3295347722352544,1.956687834323931
subject2_file_588,1,1.526150461533978,0.29660130432455983,2.0449666726311015
subject2_file_295,1,1.562955413790276,1.7667407228137335,0.28227832074690967
subject2_file_658,1,1.5418591583386982,2.004729898776538,0.3347086586784036
subject2_file_358,1,2.2133747176135095,1.9583508471789999,0.5683977670870883
subject2_file_746,1,2.1124884051882553,2.6044400873457527,0.3215012140706467
subject2_file_541,1,2.5240252532928578,2.3357595029156277,0.6522995001808682
subject2_file_202,1,1.6719680658424645,2.007137051721368,1.5722668351724436
subject2_file_171,1,0.9859336789826336,0.8510421261522989,1.5879281016914575
subject2_file_840,1,1.3045431353373103,1.4526728373798288,0.7301063442060103
subject2_file_436,1,0.7636901149142015,1.408900122110539,1.5618882269088796
subject2_file_85,1,2.246054092940345,1.2279090542949165,1.2852429615865462
subject2_file_681,1,1.4194934280823572,1.8425029657282512,1.8240484164209712
subject2_file_495,1,0.731865814082329,1.360831496030709,2.532651811918086
subject2_file_341,1,0.8597464475302932,1.0538323915230967,1.7444232348020912
subject2_file_522,2,1.5859467183139913,0.9180231024736369,1.5149178637284906
subject2_file_324,2,1.6038463799112304,1.6792039885894858,1.5204712035914332
subject2_file_157,2,0.573205976019374,1.5418229837757222,2.811853725608425
subject2_file_775,2,2.0130770667068836,0.47260992314545414,1.4636366915792296
subject2_file_336,2,1.0059329369794365,2.682615949877053,1.0552707942395085
subject2_file_838,2,2.0165203357031607,1.2407470156216225,1.7961585965624787
subject2_file_175,2,2.126158472843977,0.604971599653584,1.3459709152528738
subject2_file_114,2,0.7220249252662192,1.7060404306519092,1.3902517667773977
subject2_file_926,2,2.2937319734363646,0.9383849195695909,1.4019480600566288
subject2_file_473,2,0.14347468316555023,0.10739068686962128,0.9755836725234985
subject2_file_917,2,1.7260418914621054,0.6118272591779188,1.49952333698283
subject2_file_763,2,0.8993699832525144,2.1941135642695073,1.5220677327468957
subject2_file_624,2,1.5740931499997903,1.6537728755127996,2.102699019707884
subject2_file_328,2,1.0061289842322159,1.114086545423743,1.6342253493530117
subject2_file_204,2,0.9378619174196161,1.9235882735512306,0.6591873081964563
subject2_file_89,2,0.9012348171805933,2.3455119769545267,1.8538027920355185
subject2_file_616,2,1.8822939624133723,0.2182947026121701,1.6372895835586
subject2_file_642,2,0.8794673973054977,1.0561030436544794,1.1820373811426454
subject2_file_721,2,0.7390367022423653,1.642099131685288,0.1264084255133676
subject2_file_199,2,1.0780502079452026,1.9699691444010936,0.9444382692441908
subject2_file_378,2,1.021872362443636,1.9708357259859985,1.0738122843093891
